Sample_ID,Treatment,Day,Replicate ,Microbial Load (LOG),VOC,Revalence Index,,,,,,
19,TA 1,2,2,2.10,2-Methylheptane,64.44,,,,,,
19,TA 1,2,2,2.10,4-Methylheptane,64.36,,,,,,
19,TA 1,2,2,2.10,1-Chloropentane,62.37,,,,,,
19,TA 1,2,2,2.10,3-Ethylhexane,66.18,,,,,,
19,TA 1,2,2,2.10,3-methylheptane,66.09,,,,,,
19,TA 1,2,2,2.10,1-Chloropentane,65.51,,,,,,
19,TA 1,2,2,2.10,2-Methylheptane,65.24,,,,,,
19,TA 1,2,2,2.10,4-Methylheptane,65.15,,,,,,
19,TA 1,2,2,2.10,pentanol,71.88,,,,,,
19,TA 1,2,2,2.10,1-hexen-3-ol,71.87,,,,,,
19,TA 1,2,2,2.10,(E)-2-penten-1-ol,71.82,,,,,,
19,TA 1,2,2,2.10,"Ethane, 1,1,2-trichloro-",71.08,,,,,,
19,TA 1,2,2,2.10,1-Hexen-3-one,70.89,,,,,,
19,TA 1,2,2,2.10,2-hexanol,95.96,,,,,,
19,TA 1,2,2,2.10,EDB,95.87,,,,,,
19,TA 1,2,2,2.10,Dibromochloromethane,95.7,,,,,,
19,TA 1,2,2,2.10,(Z)-3-hexenal,95.54,,,,,,
19,TA 1,2,2,2.10,3-hexanol,95.43,,,,,,
19,TA 1,2,2,2.10,nonane 3-methyl,85.07,,,,,,
19,TA 1,2,2,2.10,3-Ethyloctane,84.94,,,,,,
19,TA 1,2,2,2.10,Octamethylcyclotetrasiloxane,84.91,,,,,,
19,TA 1,2,2,2.10,5-Methyl-4-nonene,84.72,,,,,,
19,TA 1,2,2,2.10,beta-Pinene,84.33,,,,,,
19,TA 1,2,2,2.10,"2,3-Butanediol",96.01,,,,,,
19,TA 1,2,2,2.10,2-methylpropanoic acid,95.98,,,,,,
19,TA 1,2,2,2.10,beta-Pinene,61.93,,,,,,
19,TA 1,2,2,2.10,()-.-beta-.-Pinene,61.44,,,,,,
19,TA 1,2,2,2.10,Octamethylcyclotetrasiloxane,61.43,,,,,,
19,TA 1,2,2,2.10,"Pyridine, 2-pentyl-",94.61,,,,,,
19,TA 1,2,2,2.10,1-Hydroxy-2-(methylthio)-ethane,94.43,,,,,,
19,TA 1,2,2,2.10,2-furanmethanol,93.29,,,,,,
19,TA 1,2,2,2.10,3-methylbutanoic acid,92.87,,,,,,
19,TA 1,2,2,2.10,"Butane, 1,4-dichloro-",90.08,,,,,,
19,TA 1,2,2,2.10,"Cyclopentane, 1-ethyl-3-methyl-",86.77,,,,,,
19,TA 1,2,2,2.10,"Decane, 5-methyl-",83.38,,,,,,
19,TA 1,2,2,2.10,2-methyldecane,83.22,,,,,,
19,TA 1,2,2,2.10,5-ethyl nonane,83.22,,,,,,
19,TA 1,2,2,2.10,4-ethyl nonane,83.22,,,,,,
19,TA 1,2,2,2.10,Undecane,34.39,,,,,,
19,TA 1,2,2,2.10,terpinolene,34.05,,,,,,
19,TA 1,2,2,2.10,gamma-Terpinene,24.68,,,,,,
19,TA 1,2,2,2.10,Butylbenzene,24.59,,,,,,
19,TA 1,2,2,2.10,3-Methyldecane,24.57,,,,,,
19,TA 1,2,2,2.10,terpinolene,94.74,,,,,,
19,TA 1,2,2,2.10,cis-Decalin,93.94,,,,,,
19,TA 1,2,2,2.10,Undecane,93.62,,,,,,
19,TA 1,2,2,2.10,2-Isopropyl-3-methoxypyrazine,93.55,,,,,,
19,TA 1,2,2,2.10,"2-Ethyl-5,6-dimethylpyrazine",93.31,,,,,,
19,TA 1,2,2,2.10,2-butyloctanol,94.59,,,,,,
19,TA 1,2,2,2.10,"3,5-Octadien-2-one",90.73,,,,,,
19,TA 1,2,2,2.10,4-Nonanol,90.36,,,,,,
19,TA 1,2,2,2.10,"2-Octenal, (E)-",90.25,,,,,,
19,TA 1,2,2,2.10,Acetophenone,90.1,,,,,,
19,TA 1,2,2,2.10,2-butyloctanol,93.51,,,,,,
19,TA 1,2,2,2.10,"2-Hydroxy-3,4-dimethyl-2-cyclopenten-1-one",91.47,,,,,,
19,TA 1,2,2,2.10,"(E,E)-3,5-octadien-2-one",90.93,,,,,,
19,TA 1,2,2,2.10,"1,2-Cyclopentanedione, 3,4-dimethyl-",90.76,,,,,,
19,TA 1,2,2,2.10,Acetophenone,90.11,,,,,,
19,TA 1,2,2,2.10,methyl nonanoate,88.06,,,,,,
19,TA 1,2,2,2.10,"2-Butenoic acid, hexyl ester",87.97,,,,,,
19,TA 1,2,2,2.10,hexyl (E)-2-butenoate,87.97,,,,,,
19,TA 1,2,2,2.10,epoxy-p-menthene,87.65,,,,,,
19,TA 1,2,2,2.10,1-Nonanethiol,87.51,,,,,,
19,TA 1,2,2,2.10,6-Methyl-tridecane,76.2,,,,,,
19,TA 1,2,2,2.10,"Tridecane, 7-methyl-",75.54,,,,,,
19,TA 1,2,2,2.10,4-ethyl dodecane,75.26,,,,,,
19,TA 1,2,2,2.10,Tridecane,50.41,,,,,,
19,TA 1,2,2,2.10,1-p-menthen-8-thiol,49.76,,,,,,
19,TA 1,2,2,2.10,1-Decanethiol,88.84,,,,,,
19,TA 1,2,2,2.10,heptyl crotonate,88.84,,,,,,
19,TA 1,2,2,2.10,Methyl decanoate,88.48,,,,,,
19,TA 1,2,2,2.10,"1,3-Cyclopentadiene, 1,2,3,4,5,5-hexachloro-",87.86,,,,,,
19,TA 1,2,2,2.10,Heptylcyclohexane,86.88,,,,,,
19,TA 1,2,2,2.10,"Quinoxaline, 2-methyl-",85.77,,,,,,
19,TA 1,2,2,2.10,3-Undecanol,85.48,,,,,,
19,TA 1,2,2,2.10,"2,4-Decadienal, (E,Z)-",85.41,,,,,,
19,TA 1,2,2,2.10,Anethole,85.36,,,,,,
19,TA 1,2,2,2.10,alpha-Terpinen-7-al,85.2,,,,,,
19,TA 1,2,2,2.10,4-Octanolide,95.81,,,,,,
19,TA 1,2,2,2.10,p-Anisaldehyde,95.63,,,,,,
19,TA 1,2,2,2.10,propionic acid nonyl ester,63.79,,,,,,
19,TA 1,2,2,2.10,"2-Propenoic acid, 2-methyl, octyl ester",63.63,,,,,,
19,TA 1,2,2,2.10,Propyl nonanoate,63.55,,,,,,
19,TA 1,2,2,2.10,decanoic acid,97.17,,,,,,
19,TA 1,2,2,2.10,p-mentha-dien-hydroperoxide,96.83,,,,,,
19,TA 1,2,2,2.10,4-vinylguaiacol,96.61,,,,,,
19,TA 1,2,2,2.10,"Carbamothioic acid, dipropyl, S-ethyl ester",96.48,,,,,,
19,TA 1,2,2,2.10,(S)-3-(1-methyl-2-pyrrolidinyl)pyridine,96.46,,,,,,
19,TA 1,2,2,2.10,pentadecane,74.21,,,,,,
19,TA 1,2,2,2.10,3-Methyltetradecane,73.51,,,,,,
19,TA 1,2,2,2.10,n-Octylbenzene,73.13,,,,,,
19,TA 1,2,2,2.10,3-Ethyltridecane,72.96,,,,,,
19,TA 1,2,2,2.10,2-Methyltetradecane,72.66,,,,,,
19,TA 1,2,2,2.10,alpha-Selinene,96.85,,,,,,
19,TA 1,2,2,2.10,pentadecane,96.61,,,,,,
19,TA 1,2,2,2.10,8-methyl pentadecane,96.61,,,,,,
19,TA 1,2,2,2.10,"Pentadecane, 7-methyl",96.36,,,,,,
19,TA 1,2,2,2.10,"Tetradecane, 4-ethyl",96.11,,,,,,
19,TA 1,2,2,2.10,Methyl eugenol,66.27,,,,,,
19,TA 1,2,2,2.10,(E)-Methyl cinnamate,65.91,,,,,,
19,TA 1,2,2,2.10,Methyl cinnamate,65.91,,,,,,
19,TA 1,2,2,2.10,p-menthadienhydroperoxide,65.76,,,,,,
19,TA 1,2,2,2.10,"trans-4,5-epoxy-(E)-2-decenal",65.43,,,,,,
19,TA 1,2,2,2.10,4-Tridecanol,50.34,,,,,,
19,TA 1,2,2,2.10,1-Dodecanol,50,,,,,,
19,TA 1,2,2,2.10,2-Tridecanone,49.73,,,,,,
19,TA 1,2,2,2.10,beta-Himachalene,49.71,,,,,,
19,TA 1,2,2,2.10,"2-Propenoic acid, 2-methyl, nonyl ester",49.63,,,,,,
19,TA 1,2,2,2.10,8-methyl hexadecane,92.83,,,,,,
19,TA 1,2,2,2.10,"Hexadecane, 7-methyl",92.83,,,,,,
19,TA 1,2,2,2.10,6-methyl hexadecane,92.27,,,,,,
19,TA 1,2,2,2.10,"Benzene, 1,3-dinitro-",86.08,,,,,,
19,TA 1,2,2,2.10,bis(2-furylmethyl) sulfide,84.99,,,,,,
20,TA 1,2,2,1.90,Acetaldehyde,90.04,,,,,,
20,TA 1,2,2,1.90,Methanol,86.74,,,,,,
20,TA 1,2,2,1.90,Methanethiol,86.45,,,,,,
20,TA 1,2,2,1.90,Methyl formate,13.06,,,,,,
20,TA 1,2,2,1.90,Pentane,8.21,,,,,,
20,TA 1,2,2,1.90,Propanal,95.69,,,,,,
20,TA 1,2,2,1.90,Propenal,95.48,,,,,,
20,TA 1,2,2,1.90,ethyl chloride,94.32,,,,,,
20,TA 1,2,2,1.90,ethanol,93.05,,,,,,
20,TA 1,2,2,1.90,propan-2-one,90.87,,,,,,
20,TA 1,2,2,1.90,Methyl acetate,89.41,,,,,,
20,TA 1,2,2,1.90,propan-2-one,88.3,,,,,,
20,TA 1,2,2,1.90,dimethyl sulfide,88.01,,,,,,
20,TA 1,2,2,1.90,2-propanol,85.01,,,,,,
20,TA 1,2,2,1.90,2-Methyl-2-propanol,84.94,,,,,,
20,TA 1,2,2,1.90,"Ethene, 1,2-dichloro, (Z)-",99.13,,,,,,
20,TA 1,2,2,1.90,Methyl 2-propenoate,99.11,,,,,,
20,TA 1,2,2,1.90,1-propanethiol,98.74,,,,,,
20,TA 1,2,2,1.90,Ethyl Acetate,98.56,,,,,,
20,TA 1,2,2,1.90,"2,2-dichloropropane",97.48,,,,,,
20,TA 1,2,2,1.90,butan-2-one,91.07,,,,,,
20,TA 1,2,2,1.90,2-butanol,90.58,,,,,,
20,TA 1,2,2,1.90,S(+)-2-butanol,90.12,,,,,,
20,TA 1,2,2,1.90,Chloroform,89.99,,,,,,
20,TA 1,2,2,1.90,"Methane, bromochloro-",89.3,,,,,,
20,TA 1,2,2,1.90,3-Ethylhexane,95.93,,,,,,
20,TA 1,2,2,1.90,3-methylheptane,95.8,,,,,,
20,TA 1,2,2,1.90,1-Chloropentane,94.89,,,,,,
20,TA 1,2,2,1.90,2-Methylheptane,94.62,,,,,,
20,TA 1,2,2,1.90,4-Methylheptane,94.5,,,,,,
20,TA 1,2,2,1.90,3-Methylfuran,91.23,,,,,,
20,TA 1,2,2,1.90,Acetoin,87.08,,,,,,
20,TA 1,2,2,1.90,pentanol,80.72,,,,,,
20,TA 1,2,2,1.90,1-hexen-3-ol,80.66,,,,,,
20,TA 1,2,2,1.90,(E)-2-penten-1-ol,80.59,,,,,,
20,TA 1,2,2,1.90,2-hexanol,96.09,,,,,,
20,TA 1,2,2,1.90,EDB,95.96,,,,,,
20,TA 1,2,2,1.90,Dibromochloromethane,95.83,,,,,,
20,TA 1,2,2,1.90,(Z)-3-hexenal,95.67,,,,,,
20,TA 1,2,2,1.90,3-hexanol,95.56,,,,,,
20,TA 1,2,2,1.90,Decane,96.97,,,,,,
20,TA 1,2,2,1.90,Octamethylcyclotetrasiloxane,95.57,,,,,,
20,TA 1,2,2,1.90,"1,3,5-trimethylbenzene",95.34,,,,,,
20,TA 1,2,2,1.90,beta-Pinene,94.79,,,,,,
20,TA 1,2,2,1.90,()-.-beta-.-Pinene,94.75,,,,,,
20,TA 1,2,2,1.90,"Cyclopentane, 1-ethyl-3-methyl-",89.57,,,,,,
20,TA 1,2,2,1.90,3-Octanone,73.83,,,,,,
20,TA 1,2,2,1.90,Butyl methacrylate,73.34,,,,,,
20,TA 1,2,2,1.90,"2,3-Octanedione",73.21,,,,,,
20,TA 1,2,2,1.90,"2,4,5-trimethylthiazole",73.16,,,,,,
20,TA 1,2,2,1.90,1-Octen-3-ol,24.49,,,,,,
20,TA 1,2,2,1.90,octadienone,24.46,,,,,,
20,TA 1,2,2,1.90,"1,5-octadienone",24.45,,,,,,
20,TA 1,2,2,1.90,"2,3-Octanedione",24.4,,,,,,
20,TA 1,2,2,1.90,2-Octanone,24.34,,,,,,
20,TA 1,2,2,1.90,terpinolene,95.2,,,,,,
20,TA 1,2,2,1.90,cis-Decalin,95.19,,,,,,
20,TA 1,2,2,1.90,Undecane,94.87,,,,,,
20,TA 1,2,2,1.90,2-Isopropyl-3-methoxypyrazine,94.62,,,,,,
20,TA 1,2,2,1.90,"2-Ethyl-5,6-dimethylpyrazine",93.77,,,,,,
20,TA 1,2,2,1.90,Methyl cyclohexanecarboxylate,98.18,,,,,,
20,TA 1,2,2,1.90,Phenol,97.12,,,,,,
20,TA 1,2,2,1.90,Hexanoic acid,96,,,,,,
20,TA 1,2,2,1.90,"2-Hydroxy-3,4-dimethyl-2-cyclopenten-1-one",88.04,,,,,,
20,TA 1,2,2,1.90,Acetophenone,87.82,,,,,,
20,TA 1,2,2,1.90,Tridecane,86.03,,,,,,
20,TA 1,2,2,1.90,3-Methyl-dodecane,85.62,,,,,,
20,TA 1,2,2,1.90,3-Ethylundecane,85.42,,,,,,
20,TA 1,2,2,1.90,n-Hexylbenzene,85.19,,,,,,
20,TA 1,2,2,1.90,6-decenal,62.85,,,,,,
20,TA 1,2,2,1.90,n-Hexylbenzene,62.52,,,,,,
20,TA 1,2,2,1.90,Tridecane,61.8,,,,,,
20,TA 1,2,2,1.90,(R)-linden ether,61.71,,,,,,
20,TA 1,2,2,1.90,Methyl salicylate,33.79,,,,,,
20,TA 1,2,2,1.90,2-Decanol,33.34,,,,,,
20,TA 1,2,2,1.90,1-Decanol,97.76,,,,,,
20,TA 1,2,2,1.90,()-Carvone,97.66,,,,,,
20,TA 1,2,2,1.90,L-Carvone,97.65,,,,,,
20,TA 1,2,2,1.90,undecan-2-one,97.58,,,,,,
20,TA 1,2,2,1.90,alpha-Terpinen-7-al,97.47,,,,,,
20,TA 1,2,2,1.90,Tetradecane,90.47,,,,,,
20,TA 1,2,2,1.90,E-Tetradec-7-ene,90.25,,,,,,
20,TA 1,2,2,1.90,"Quinoxaline, 2-methyl-",87.09,,,,,,
20,TA 1,2,2,1.90,Anethole,86.67,,,,,,
20,TA 1,2,2,1.90,3-Undecanol,86.42,,,,,,
20,TA 1,2,2,1.90,pentadecane,96.31,,,,,,
20,TA 1,2,2,1.90,Anisyl alcohol,92.16,,,,,,
20,TA 1,2,2,1.90,[E]-whiskey lactone,91.37,,,,,,
20,TA 1,2,2,1.90,Thymol,91.11,,,,,,
20,TA 1,2,2,1.90,delta-octalactone,90.66,,,,,,
20,TA 1,2,2,1.90,alpha-Selinene,96,,,,,,
20,TA 1,2,2,1.90,pentadecane,95.82,,,,,,
20,TA 1,2,2,1.90,8-methyl pentadecane,95.68,,,,,,
20,TA 1,2,2,1.90,"Pentadecane, 7-methyl",95.43,,,,,,
20,TA 1,2,2,1.90,"Tetradecane, 4-ethyl",95.18,,,,,,
20,TA 1,2,2,1.90,[Z] Whiskey lactone,84.97,,,,,,
20,TA 1,2,2,1.90,indole,83.67,,,,,,
20,TA 1,2,2,1.90,alpha-ionone,55.72,,,,,,
20,TA 1,2,2,1.90,"Carbamothioic acid, dipropyl, S-propyl ester",55.6,,,,,,
20,TA 1,2,2,1.90,Geosmin,55.31,,,,,,
20,TA 1,2,2,1.90,Methyl eugenol,88.42,,,,,,
20,TA 1,2,2,1.90,(E)-Methyl cinnamate,87.79,,,,,,
20,TA 1,2,2,1.90,Methyl cinnamate,87.79,,,,,,
20,TA 1,2,2,1.90,p-menthadienhydroperoxide,87.6,,,,,,
20,TA 1,2,2,1.90,"trans-4,5-epoxy-(E)-2-decenal",87.15,,,,,,
20,TA 1,2,2,1.90,Hexadecane,51.93,,,,,,
20,TA 1,2,2,1.90,3-Methylpentadecane,51.21,,,,,,
20,TA 1,2,2,1.90,1-phenyl-nonane,51.03,,,,,,
20,TA 1,2,2,1.90,3-ethyl tetradecane,50.94,,,,,,
20,TA 1,2,2,1.90,2-Methylpentadecane,50.71,,,,,,
20,TA 1,2,2,1.90,butyl decanoate,95.58,,,,,,
20,TA 1,2,2,1.90,1-phenyl-nonane,95.27,,,,,,
20,TA 1,2,2,1.90,hexyl octanoate,95.01,,,,,,
20,TA 1,2,2,1.90,Decyl butanoate,94.87,,,,,,
20,TA 1,2,2,1.90,n-Octyl hexanoate,94.84,,,,,,
20,TA 1,2,2,1.90,Cinnamic acid,47.14,,,,,,
20,TA 1,2,2,1.90,(E)-Cinnamic acid,47.14,,,,,,
20,TA 1,2,2,1.90,Histamine,47.05,,,,,,
20,TA 1,2,2,1.90,"2,4-Dinitrotoluene",22.7,,,,,,
20,TA 1,2,2,1.90,Coumarin,13.5,,,,,,
21,TA 1,4,2,3.60,Acetaldehyde,86.45,,,,,,
21,TA 1,4,2,3.60,Methanol,83.19,,,,,,
21,TA 1,4,2,3.60,Methanethiol,82.92,,,,,,
21,TA 1,4,2,3.60,Pentane,57.75,,,,,,
21,TA 1,4,2,3.60,Methyl formate,18.5,,,,,,
21,TA 1,4,2,3.60,Propanal,95.48,,,,,,
21,TA 1,4,2,3.60,Propenal,95.27,,,,,,
21,TA 1,4,2,3.60,ethyl chloride,94.03,,,,,,
21,TA 1,4,2,3.60,ethanol,92.85,,,,,,
21,TA 1,4,2,3.60,propan-2-one,90.76,,,,,,
21,TA 1,4,2,3.60,Methyl acetate,85.89,,,,,,
21,TA 1,4,2,3.60,propan-2-one,84.37,,,,,,
21,TA 1,4,2,3.60,dimethyl sulfide,84.33,,,,,,
21,TA 1,4,2,3.60,2-propanol,81.67,,,,,,
21,TA 1,4,2,3.60,2-Methyl-2-propanol,81.6,,,,,,
21,TA 1,4,2,3.60,"Ethene, 1,2-dichloro, (Z)-",98.64,,,,,,
21,TA 1,4,2,3.60,Methyl 2-propenoate,98.63,,,,,,
21,TA 1,4,2,3.60,1-propanethiol,98.1,,,,,,
21,TA 1,4,2,3.60,Ethyl Acetate,97.88,,,,,,
21,TA 1,4,2,3.60,"2,2-dichloropropane",96.8,,,,,,
21,TA 1,4,2,3.60,butan-2-one,84.95,,,,,,
21,TA 1,4,2,3.60,2-butanol,84.66,,,,,,
21,TA 1,4,2,3.60,Chloroform,84.26,,,,,,
21,TA 1,4,2,3.60,S(+)-2-butanol,84.23,,,,,,
21,TA 1,4,2,3.60,"Methane, bromochloro-",83.61,,,,,,
21,TA 1,4,2,3.60,3-methylheptane,50.67,,,,,,
21,TA 1,4,2,3.60,3-Ethylhexane,50.52,,,,,,
21,TA 1,4,2,3.60,2-Methylheptane,49.98,,,,,,
21,TA 1,4,2,3.60,4-Methylheptane,49.91,,,,,,
21,TA 1,4,2,3.60,Pentanal,48.36,,,,,,
21,TA 1,4,2,3.60,"2,3-Pentanedione",97.6,,,,,,
21,TA 1,4,2,3.60,Methyl butanoate,97.32,,,,,,
21,TA 1,4,2,3.60,Dibromomethane,97.2,,,,,,
21,TA 1,4,2,3.60,Pentanal,96.63,,,,,,
21,TA 1,4,2,3.60,Ethyl acrylate,96.61,,,,,,
21,TA 1,4,2,3.60,1-hexen-3-ol,62.08,,,,,,
21,TA 1,4,2,3.60,pentanol,62.04,,,,,,
21,TA 1,4,2,3.60,(E)-2-penten-1-ol,61.98,,,,,,
21,TA 1,4,2,3.60,"Ethane, 1,1,2-trichloro-",61.4,,,,,,
21,TA 1,4,2,3.60,1-Hexen-3-one,61.23,,,,,,
21,TA 1,4,2,3.60,2-hexanol,98.65,,,,,,
21,TA 1,4,2,3.60,EDB,98.53,,,,,,
21,TA 1,4,2,3.60,Dibromochloromethane,98.33,,,,,,
21,TA 1,4,2,3.60,(Z)-3-hexenal,98.16,,,,,,
21,TA 1,4,2,3.60,3-hexanol,98.11,,,,,,
21,TA 1,4,2,3.60,2-methylpropanoic acid,81.36,,,,,,
21,TA 1,4,2,3.60,"Formamide, N,N-dimethyl-",79.49,,,,,,
21,TA 1,4,2,3.60,"2,3-Butanediol",79.11,,,,,,
21,TA 1,4,2,3.60,Butyl 2-propenoate,73.55,,,,,,
21,TA 1,4,2,3.60,"2-Pentanone, 3-mercapto-",73.45,,,,,,
21,TA 1,4,2,3.60,"2,3-Butanediol",50.14,,,,,,
21,TA 1,4,2,3.60,heptan-2-ol,29.97,,,,,,
21,TA 1,4,2,3.60,"2,6-Dimethyl-3-octene",29.93,,,,,,
21,TA 1,4,2,3.60,Cyclohexanone,29.66,,,,,,
21,TA 1,4,2,3.60,(Z)-4-heptenal,29.58,,,,,,
21,TA 1,4,2,3.60,gamma-Terpinene,92.82,,,,,,
21,TA 1,4,2,3.60,Butylbenzene,92.43,,,,,,
21,TA 1,4,2,3.60,3-Methyldecane,92.36,,,,,,
21,TA 1,4,2,3.60,terpinolene,91.8,,,,,,
21,TA 1,4,2,3.60,Undecane,91.78,,,,,,
21,TA 1,4,2,3.60,"2-Hydroxy-3,4-dimethyl-2-cyclopenten-1-one",84.98,,,,,,
21,TA 1,4,2,3.60,Acetophenone,84.8,,,,,,
21,TA 1,4,2,3.60,3-Nonanol,84.51,,,,,,
21,TA 1,4,2,3.60,"(E,E)-3,5-octadien-2-one",84.48,,,,,,
21,TA 1,4,2,3.60,"1,2-Cyclopentanedione, 3,4-dimethyl-",84.32,,,,,,
21,TA 1,4,2,3.60,p-Cresol,98.29,,,,,,
21,TA 1,4,2,3.60,m-cresol,97.92,,,,,,
21,TA 1,4,2,3.60,delta-Hexalactone,97.19,,,,,,
21,TA 1,4,2,3.60,"1,2-Dibromo-3-Chloropropane",96.35,,,,,,
21,TA 1,4,2,3.60,Triethyl phosphate,91.56,,,,,,
21,TA 1,4,2,3.60,delta-Nonalactone,85.32,,,,,,
21,TA 1,4,2,3.60,Skatole,84.91,,,,,,
21,TA 1,4,2,3.60,Methyl eugenol,84.58,,,,,,
22,TA 1,4,2,3.92,Trimethylamine,37.45,,,,,,
22,TA 1,4,2,3.92,Methanethiol,35.44,,,,,,
22,TA 1,4,2,3.92,Methanol,50.37,,,,,,
22,TA 1,4,2,3.92,Acetaldehyde,50.23,,,,,,
22,TA 1,4,2,3.92,Methyl formate,50.13,,,,,,
22,TA 1,4,2,3.92,Methanethiol,48.58,,,,,,
22,TA 1,4,2,3.92,Pentane,1.99,,,,,,
22,TA 1,4,2,3.92,Methanol,39.57,,,,,,
22,TA 1,4,2,3.92,Acetaldehyde,38.05,,,,,,
22,TA 1,4,2,3.92,Methyl formate,37.22,,,,,,
22,TA 1,4,2,3.92,Methanethiol,35.96,,,,,,
22,TA 1,4,2,3.92,Pentane,1.55,,,,,,
22,TA 1,4,2,3.92,Propanal,96.06,,,,,,
22,TA 1,4,2,3.92,Propenal,95.84,,,,,,
22,TA 1,4,2,3.92,ethyl chloride,94.33,,,,,,
22,TA 1,4,2,3.92,ethanol,93.41,,,,,,
22,TA 1,4,2,3.92,propan-2-one,91.49,,,,,,
22,TA 1,4,2,3.92,Methyl acetate,95.71,,,,,,
22,TA 1,4,2,3.92,dimethyl sulfide,93.32,,,,,,
22,TA 1,4,2,3.92,propan-2-one,92.94,,,,,,
22,TA 1,4,2,3.92,2-propanol,91,,,,,,
22,TA 1,4,2,3.92,2-Methyl-2-propanol,90.92,,,,,,
22,TA 1,4,2,3.92,2-butanol,94.13,,,,,,
22,TA 1,4,2,3.92,butan-2-one,93.7,,,,,,
22,TA 1,4,2,3.92,Chloroform,93.69,,,,,,
22,TA 1,4,2,3.92,S(+)-2-butanol,93.66,,,,,,
22,TA 1,4,2,3.92,"Methane, bromochloro-",93.41,,,,,,
22,TA 1,4,2,3.92,Formic acid,88.56,,,,,,
22,TA 1,4,2,3.92,3-Ethylhexane,43.92,,,,,,
22,TA 1,4,2,3.92,3-methylheptane,43.87,,,,,,
22,TA 1,4,2,3.92,2-Methylheptane,43.08,,,,,,
22,TA 1,4,2,3.92,4-Methylheptane,43.02,,,,,,
22,TA 1,4,2,3.92,3-Ethylhexane,69.58,,,,,,
22,TA 1,4,2,3.92,3-methylheptane,69.49,,,,,,
22,TA 1,4,2,3.92,1-Chloropentane,68.82,,,,,,
22,TA 1,4,2,3.92,Dimethyl disulfide,68.26,,,,,,
22,TA 1,4,2,3.92,2-Methylheptane,68.23,,,,,,
22,TA 1,4,2,3.92,Nonane,72.13,,,,,,
22,TA 1,4,2,3.92,Dibutyl ether,70.37,,,,,,
22,TA 1,4,2,3.92,1-hexen-3-ol,65.7,,,,,,
22,TA 1,4,2,3.92,(E)-2-penten-1-ol,65.41,,,,,,
22,TA 1,4,2,3.92,pentanol,65.37,,,,,,
22,TA 1,4,2,3.92,EDB,94.21,,,,,,
22,TA 1,4,2,3.92,2-hexanol,94.1,,,,,,
22,TA 1,4,2,3.92,Dibromochloromethane,93.6,,,,,,
22,TA 1,4,2,3.92,3-hexanol,93.59,,,,,,
22,TA 1,4,2,3.92,(Z)-3-hexenal,93.44,,,,,,
22,TA 1,4,2,3.92,Butyl 2-propenoate,85.79,,,,,,
22,TA 1,4,2,3.92,"2-Pentanone, 3-mercapto-",85.78,,,,,,
22,TA 1,4,2,3.92,Butyl propanoate,85.43,,,,,,
22,TA 1,4,2,3.92,Propyl 2-methyl-2-propenoate,85.38,,,,,,
22,TA 1,4,2,3.92,Pentyl acetate,85.12,,,,,,
22,TA 1,4,2,3.92,gamma-Terpinene,83.01,,,,,,
22,TA 1,4,2,3.92,Butylbenzene,82.66,,,,,,
22,TA 1,4,2,3.92,3-Methyldecane,82.6,,,,,,
22,TA 1,4,2,3.92,terpinolene,82.16,,,,,,
22,TA 1,4,2,3.92,Undecane,82.15,,,,,,
22,TA 1,4,2,3.92,p-Cresol,88.48,,,,,,
22,TA 1,4,2,3.92,m-cresol,88.15,,,,,,
22,TA 1,4,2,3.92,delta-Hexalactone,87.56,,,,,,
22,TA 1,4,2,3.92,"1,2-Dibromo-3-Chloropropane",87.33,,,,,,
22,TA 1,4,2,3.92,n-Hexylbenzene,85.95,,,,,,
22,TA 1,4,2,3.92,(E)-Cinnamaldehyde,89.75,,,,,,
22,TA 1,4,2,3.92,epoxy-2-nonenal,89.23,,,,,,
22,TA 1,4,2,3.92,Geranial,89.11,,,,,,
22,TA 1,4,2,3.92,4-ethylguaiacol,88.98,,,,,,
22,TA 1,4,2,3.92,Thymol,88.56,,,,,,
23,TA 1,4,2,3.88,Trimethylamine,84.86,,,,,,
23,TA 1,4,2,3.88,Methanethiol,80.15,,,,,,
23,TA 1,4,2,3.88,Acetaldehyde,67.56,,,,,,
23,TA 1,4,2,3.88,Methanol,65.42,,,,,,
23,TA 1,4,2,3.88,Methanethiol,65.41,,,,,,
23,TA 1,4,2,3.88,Pentane,42.94,,,,,,
23,TA 1,4,2,3.88,Methyl formate,17.19,,,,,,
23,TA 1,4,2,3.88,Methanol,54.84,,,,,,
23,TA 1,4,2,3.88,Acetaldehyde,54.62,,,,,,
23,TA 1,4,2,3.88,Methanethiol,51.62,,,,,,
23,TA 1,4,2,3.88,Methyl formate,44.78,,,,,,
23,TA 1,4,2,3.88,Pentane,16.14,,,,,,
23,TA 1,4,2,3.88,Propanal,94.81,,,,,,
23,TA 1,4,2,3.88,Propenal,94.6,,,,,,
23,TA 1,4,2,3.88,ethyl chloride,94.15,,,,,,
23,TA 1,4,2,3.88,ethanol,92.2,,,,,,
23,TA 1,4,2,3.88,dimethyl sulfide,89.07,,,,,,
23,TA 1,4,2,3.88,Methyl acetate,94.19,,,,,,
23,TA 1,4,2,3.88,propan-2-one,93.1,,,,,,
23,TA 1,4,2,3.88,dimethyl sulfide,92.88,,,,,,
23,TA 1,4,2,3.88,2-propanol,89.56,,,,,,
23,TA 1,4,2,3.88,2-Methyl-2-propanol,89.48,,,,,,
