Sample_ID,Treatment,Day,Replicate ,Microbial Load (LOG),VOC,Revalence Index,,,,,
19,TA 1,2,3,2.23,"Tetradecane, 7-methyl",91.41,,,,,
19,TA 1,2,3,2.23,Tetradecane,91.18,,,,,
19,TA 1,2,3,2.23,alpha-Terpinen-7-al,86.98,,,,,
19,TA 1,2,3,2.23,4-ethylguaiacol,86.5,,,,,
19,TA 1,2,3,2.23,Geranial,86.45,,,,,
19,TA 1,2,3,2.23,(E)-Cinnamaldehyde,97.64,,,,,
19,TA 1,2,3,2.23,epoxy-2-nonenal,96.7,,,,,
19,TA 1,2,3,2.23,Geranial,96.57,,,,,
19,TA 1,2,3,2.23,Thymol,96.39,,,,,
19,TA 1,2,3,2.23,4-Octanolide,96.17,,,,,
19,TA 1,2,3,2.23,Thymol,98.68,,,,,
19,TA 1,2,3,2.23,Anisyl alcohol,98.43,,,,,
19,TA 1,2,3,2.23,[E]-whiskey lactone,97.59,,,,,
19,TA 1,2,3,2.23,4-Octanolide,97.59,,,,,
19,TA 1,2,3,2.23,(E)-Cinnamaldehyde,97.35,,,,,
19,TA 1,2,3,2.23,Anisyl alcohol,71.89,,,,,
19,TA 1,2,3,2.23,Thymol,71.52,,,,,
19,TA 1,2,3,2.23,[E]-whiskey lactone,71.27,,,,,
19,TA 1,2,3,2.23,delta-octalactone,70.72,,,,,
19,TA 1,2,3,2.23,Cinnamaldehyde,70.68,,,,,
19,TA 1,2,3,2.23,alpha-Selinene,92.39,,,,,
19,TA 1,2,3,2.23,8-methyl pentadecane,92.21,,,,,
19,TA 1,2,3,2.23,pentadecane,92.06,,,,,
19,TA 1,2,3,2.23,"Pentadecane, 7-methyl",91.98,,,,,
19,TA 1,2,3,2.23,"Tetradecane, 4-ethyl",91.74,,,,,
19,TA 1,2,3,2.23,bis(2-furylmethyl) sulfide,92.54,,,,,
19,TA 1,2,3,2.23,Methyl eugenol,91.96,,,,,
19,TA 1,2,3,2.23,"1,2,4-Thiadiazole, 5-ethoxy-3-(trichloromethyl)-",91.8,,,,,
19,TA 1,2,3,2.23,"Carbamothioic acid, butylethyl, S-propyl ester",91.69,,,,,
19,TA 1,2,3,2.23,tridecanal,58.43,,,,,
19,TA 1,2,3,2.23,delta-Nonalactone,94.55,,,,,
19,TA 1,2,3,2.23,Methyl eugenol,93.81,,,,,
19,TA 1,2,3,2.23,Skatole,93.69,,,,,
19,TA 1,2,3,2.23,Methyl dodecanoate,74.86,,,,,
19,TA 1,2,3,2.23,tridecanal,74.65,,,,,
21,TA 1,4,3,2.85,Trimethylamine,63.52,,,,,
21,TA 1,4,3,2.85,Methyl formate,72.83,,,,,
21,TA 1,4,3,2.85,Methanol,72.39,,,,,
21,TA 1,4,3,2.85,Acetaldehyde,72.19,,,,,
21,TA 1,4,3,2.85,Methanethiol,56.16,,,,,
21,TA 1,4,3,2.85,2-Methylbutane,38.03,,,,,
21,TA 1,4,3,2.85,Methanethiol,84,,,,,
21,TA 1,4,3,2.85,2-Methylbutane,82.93,,,,,
21,TA 1,4,3,2.85,Acetaldehyde,79.39,,,,,
21,TA 1,4,3,2.85,Methanol,78.75,,,,,
21,TA 1,4,3,2.85,Methyl formate,74.99,,,,,
21,TA 1,4,3,2.85,Pentane,49.4,,,,,
21,TA 1,4,3,2.85,Diethyl ether,49.01,,,,,
21,TA 1,4,3,2.85,2-Methylbutane,46.77,,,,,
21,TA 1,4,3,2.85,Acetaldehyde,23.65,,,,,
21,TA 1,4,3,2.85,Methanol,23.59,,,,,
21,TA 1,4,3,2.85,Diethyl ether,54.85,,,,,
21,TA 1,4,3,2.85,Furan,54.2,,,,,
21,TA 1,4,3,2.85,ethyl chloride,21.77,,,,,
21,TA 1,4,3,2.85,ethanol,21.55,,,,,
21,TA 1,4,3,2.85,Propanal,15.02,,,,,
21,TA 1,4,3,2.85,Propanal,79.63,,,,,
21,TA 1,4,3,2.85,Propenal,79.45,,,,,
21,TA 1,4,3,2.85,ethyl chloride,77.92,,,,,
21,TA 1,4,3,2.85,ethanol,77.43,,,,,
21,TA 1,4,3,2.85,propan-2-one,76.06,,,,,
21,TA 1,4,3,2.85,Methyl acetate,54.81,,,,,
21,TA 1,4,3,2.85,dimethyl sulfide,53.4,,,,,
21,TA 1,4,3,2.85,propan-2-one,53.08,,,,,
21,TA 1,4,3,2.85,2-propanol,52.12,,,,,
21,TA 1,4,3,2.85,2-Methyl-2-propanol,52.07,,,,,
21,TA 1,4,3,2.85,2-butanol,91.06,,,,,
21,TA 1,4,3,2.85,butan-2-one,90.74,,,,,
21,TA 1,4,3,2.85,Chloroform,90.67,,,,,
21,TA 1,4,3,2.85,S(+)-2-butanol,90.6,,,,,
21,TA 1,4,3,2.85,"Methane, bromochloro-",90.29,,,,,
21,TA 1,4,3,2.85,3-Ethylhexane,95.91,,,,,
21,TA 1,4,3,2.85,3-methylheptane,95.79,,,,,
21,TA 1,4,3,2.85,2-Methylheptane,94.1,,,,,
21,TA 1,4,3,2.85,4-Methylheptane,93.98,,,,,
21,TA 1,4,3,2.85,1-Chloropentane,91.5,,,,,
21,TA 1,4,3,2.85,acetic acid,60.54,,,,,
21,TA 1,4,3,2.85,Formic acid,57.47,,,,,
21,TA 1,4,3,2.85,3-Ethylhexane,50.48,,,,,
21,TA 1,4,3,2.85,3-methylheptane,50.41,,,,,
21,TA 1,4,3,2.85,1-Chloropentane,49.98,,,,,
21,TA 1,4,3,2.85,1-Octene,71.88,,,,,
21,TA 1,4,3,2.85,Toluene,71.62,,,,,
21,TA 1,4,3,2.85,2-methylthiophene,71.41,,,,,
21,TA 1,4,3,2.85,ethyl isobutyrate,71.35,,,,,
21,TA 1,4,3,2.85,1-Chloropentane,71.26,,,,,
21,TA 1,4,3,2.85,Nonane,95.88,,,,,
21,TA 1,4,3,2.85,3-Ethylheptane,89.07,,,,,
21,TA 1,4,3,2.85,3-methyl-octane,89.07,,,,,
21,TA 1,4,3,2.85,Dibutyl ether,87.69,,,,,
21,TA 1,4,3,2.85,2-Methyl octane,87.64,,,,,
21,TA 1,4,3,2.85,2-mercaptoethanol,87.56,,,,,
21,TA 1,4,3,2.85,2-hexanol,69.33,,,,,
21,TA 1,4,3,2.85,EDB,69.3,,,,,
21,TA 1,4,3,2.85,3-hexanol,68.95,,,,,
21,TA 1,4,3,2.85,Dibromochloromethane,68.92,,,,,
21,TA 1,4,3,2.85,4-Heptanol,97.51,,,,,
21,TA 1,4,3,2.85,(Z)-2-Hexen-1-ol,96.98,,,,,
21,TA 1,4,3,2.85,1-Hexanol,96.87,,,,,
21,TA 1,4,3,2.85,Tribromomethane,96.31,,,,,
21,TA 1,4,3,2.85,1-heptene-3-one,96.24,,,,,
21,TA 1,4,3,2.85,Undecane,85.3,,,,,
21,TA 1,4,3,2.85,gamma-Terpinene,71.51,,,,,
21,TA 1,4,3,2.85,Butylbenzene,71.23,,,,,
21,TA 1,4,3,2.85,3-Methyldecane,71.17,,,,,
21,TA 1,4,3,2.85,2-methyldecane,70.18,,,,,
21,TA 1,4,3,2.85,Octanal,91.43,,,,,
21,TA 1,4,3,2.85,propionylpyrroline,91.21,,,,,
21,TA 1,4,3,2.85,Dimethyl fumarate,91.04,,,,,
21,TA 1,4,3,2.85,2-Propionylpyrrole,91.03,,,,,
21,TA 1,4,3,2.85,trimethylpyrazine,90.81,,,,,
21,TA 1,4,3,2.85,"2,4-Heptadienal, (E,E)-",84.49,,,,,
21,TA 1,4,3,2.85,Glycerol,84.44,,,,,
21,TA 1,4,3,2.85,"2,4-Heptadienal (Z,Z)",83.26,,,,,
21,TA 1,4,3,2.85,2-Acetylpyridine,83.03,,,,,
21,TA 1,4,3,2.85,2-acetylthiazole,82.96,,,,,
21,TA 1,4,3,2.85,"3,5-Octadien-2-one",96.83,,,,,
21,TA 1,4,3,2.85,4-Nonanol,96.58,,,,,
21,TA 1,4,3,2.85,"2-Octenal, (E)-",96.54,,,,,
21,TA 1,4,3,2.85,nonan-2-one,95.99,,,,,
21,TA 1,4,3,2.85,3-nonenal,95.88,,,,,
21,TA 1,4,3,2.85,2-butyloctanol,95.43,,,,,
21,TA 1,4,3,2.85,ethyl 3-(methylthio)propanoate,90.75,,,,,
21,TA 1,4,3,2.85,Fenchol,90.7,,,,,
21,TA 1,4,3,2.85,n-nonanal,90.58,,,,,
21,TA 1,4,3,2.85,Limonene oxide,90.19,,,,,
21,TA 1,4,3,2.85,delta-Hexalactone,77.25,,,,,
21,TA 1,4,3,2.85,"2,4-Hexadienoic acid",76.63,,,,,
21,TA 1,4,3,2.85,m-cresol,76.08,,,,,
21,TA 1,4,3,2.85,p-Cresol,76.08,,,,,
21,TA 1,4,3,2.85,"Benzene, nitro-",75.77,,,,,
21,TA 1,4,3,2.85,p-Cresol,95.58,,,,,
21,TA 1,4,3,2.85,m-cresol,95.22,,,,,
21,TA 1,4,3,2.85,delta-Hexalactone,94.63,,,,,
21,TA 1,4,3,2.85,"1,2-Dibromo-3-Chloropropane",94.29,,,,,
21,TA 1,4,3,2.85,n-Hexylbenzene,67.55,,,,,
21,TA 1,4,3,2.85,E-Tetradec-7-ene,67.51,,,,,
21,TA 1,4,3,2.85,Tetradecane,67.35,,,,,
21,TA 1,4,3,2.85,Heptylbenzene,65.56,,,,,
21,TA 1,4,3,2.85,3-Methyltridecane,65.46,,,,,
21,TA 1,4,3,2.85,3-ethyl dodecane,65.2,,,,,
21,TA 1,4,3,2.85,E-Tetradec-7-ene,79.69,,,,,
21,TA 1,4,3,2.85,Tetradecane,79.49,,,,,
21,TA 1,4,3,2.85,Heptylbenzene,77.54,,,,,
21,TA 1,4,3,2.85,3-Methyltridecane,76.89,,,,,
21,TA 1,4,3,2.85,alpha-Terpinen-7-al,66.09,,,,,
21,TA 1,4,3,2.85,E-Tetradec-7-ene,85.11,,,,,
21,TA 1,4,3,2.85,Tetradecane,84.89,,,,,
21,TA 1,4,3,2.85,Heptylbenzene,84.54,,,,,
21,TA 1,4,3,2.85,alpha-Terpinen-7-al,71.96,,,,,
21,TA 1,4,3,2.85,Geranial,71.6,,,,,
21,TA 1,4,3,2.85,octyl crotonate,99.25,,,,,
21,TA 1,4,3,2.85,Methyl undecanoate,99.18,,,,,
21,TA 1,4,3,2.85,1-Undecylthiol,99.11,,,,,
21,TA 1,4,3,2.85,2-Dodecanol,98.55,,,,,
21,TA 1,4,3,2.85,dodecanal,98,,,,,
21,TA 1,4,3,2.85,"1,2,4-Trimethoxybenzene",84.81,,,,,
21,TA 1,4,3,2.85,3-Dodecanol,84.49,,,,,
21,TA 1,4,3,2.85,Methyl cinnamate,84.44,,,,,
21,TA 1,4,3,2.85,(E)-Methyl cinnamate,84.44,,,,,
21,TA 1,4,3,2.85,"trans-4,5-epoxy-(E)-2-decenal",84.22,,,,,
22,TA 1,4,3,3.74,Trimethylamine,58.97,,,,,
22,TA 1,4,3,3.74,Trimethylamine,25.36,,,,,
22,TA 1,4,3,3.74,Acetaldehyde,38.71,,,,,
22,TA 1,4,3,3.74,Methanethiol,38.61,,,,,
22,TA 1,4,3,3.74,2-Methylbutane,36.97,,,,,
22,TA 1,4,3,3.74,Trimethylamine,17.26,,,,,
22,TA 1,4,3,3.74,Methyl formate,17.26,,,,,
22,TA 1,4,3,3.74,Acetaldehyde,43.81,,,,,
22,TA 1,4,3,3.74,Methanol,42.13,,,,,
22,TA 1,4,3,3.74,Methanethiol,42.08,,,,,
22,TA 1,4,3,3.74,2-Methylbutane,41.05,,,,,
22,TA 1,4,3,3.74,Methyl formate,16.86,,,,,
22,TA 1,4,3,3.74,Acetaldehyde,34.84,,,,,
22,TA 1,4,3,3.74,Methanol,34.74,,,,,
22,TA 1,4,3,3.74,Methanethiol,33.15,,,,,
22,TA 1,4,3,3.74,2-Methylbutane,32.34,,,,,
22,TA 1,4,3,3.74,Methyl formate,19.97,,,,,
22,TA 1,4,3,3.74,Propanal,95.3,,,,,
22,TA 1,4,3,3.74,Propenal,95.08,,,,,
22,TA 1,4,3,3.74,ethyl chloride,93.76,,,,,
22,TA 1,4,3,3.74,ethanol,92.66,,,,,
22,TA 1,4,3,3.74,propan-2-one,90.85,,,,,
22,TA 1,4,3,3.74,Methyl acetate,98.75,,,,,
22,TA 1,4,3,3.74,dimethyl sulfide,96.87,,,,,
22,TA 1,4,3,3.74,propan-2-one,96.65,,,,,
22,TA 1,4,3,3.74,2-propanol,93.89,,,,,
22,TA 1,4,3,3.74,2-Methyl-2-propanol,93.81,,,,,
22,TA 1,4,3,3.74,"2,2,4-Trimethylpentane",84.2,,,,,
22,TA 1,4,3,3.74,3-Ethylpentane,84.14,,,,,
22,TA 1,4,3,3.74,Heptane,83.96,,,,,
22,TA 1,4,3,3.74,Hexamethyldisiloxane,83.04,,,,,
22,TA 1,4,3,3.74,3-Methylhexane,82.06,,,,,
22,TA 1,4,3,3.74,Chloroform,79.8,,,,,
22,TA 1,4,3,3.74,"Methane, bromochloro-",79.19,,,,,
22,TA 1,4,3,3.74,"Ethene, 1,2-dichloro, (Z)-",78.37,,,,,
22,TA 1,4,3,3.74,Methyl 2-propenoate,78.13,,,,,
22,TA 1,4,3,3.74,Methyl propanoate,77.98,,,,,
22,TA 1,4,3,3.74,Pentanal,48.85,,,,,
22,TA 1,4,3,3.74,"1,2-Dichloropropane",48.72,,,,,
22,TA 1,4,3,3.74,Ethyl acrylate,48.61,,,,,
22,TA 1,4,3,3.74,3-Pentanone,48.39,,,,,
22,TA 1,4,3,3.74,Dibromomethane,48.03,,,,,
22,TA 1,4,3,3.74,"2,3-Pentanedione",75.71,,,,,
22,TA 1,4,3,3.74,Methyl butanoate,75.5,,,,,
22,TA 1,4,3,3.74,Dibromomethane,75.4,,,,,
22,TA 1,4,3,3.74,"Methane, bromodichloro-",74.94,,,,,
22,TA 1,4,3,3.74,Ethyl acrylate,74.94,,,,,
22,TA 1,4,3,3.74,3-pentanol,59.21,,,,,
22,TA 1,4,3,3.74,"2,3-Pentanedione",58.41,,,,,
22,TA 1,4,3,3.74,"Methane, bromodichloro-",58.4,,,,,
22,TA 1,4,3,3.74,pentan-2-ol,58.33,,,,,
22,TA 1,4,3,3.74,Methyl butanoate,58.12,,,,,
22,TA 1,4,3,3.74,ethylcyclohexane,75.74,,,,,
22,TA 1,4,3,3.74,Propylcyclopentane,74.97,,,,,
22,TA 1,4,3,3.74,3-methyl-2-butene-1-thiol,73.9,,,,,
22,TA 1,4,3,3.74,4-Ethenylcyclohexene,73.9,,,,,
22,TA 1,4,3,3.74,1-pentanethiol,73.32,,,,,
22,TA 1,4,3,3.74,3-methyl-octane,76.5,,,,,
22,TA 1,4,3,3.74,3-Ethylheptane,76.5,,,,,
22,TA 1,4,3,3.74,2-Methyl octane,75.27,,,,,
22,TA 1,4,3,3.74,4-methyl-octane,74.93,,,,,
22,TA 1,4,3,3.74,Dibutyl ether,74.87,,,,,
22,TA 1,4,3,3.74,2-hexanol,97.51,,,,,
22,TA 1,4,3,3.74,EDB,97.42,,,,,
22,TA 1,4,3,3.74,Dibromochloromethane,97.25,,,,,
22,TA 1,4,3,3.74,(Z)-3-hexenal,97.08,,,,,
22,TA 1,4,3,3.74,3-hexanol,96.97,,,,,
22,TA 1,4,3,3.74,5-Methyl-4-nonene,73.32,,,,,
22,TA 1,4,3,3.74,Octamethylcyclotetrasiloxane,71.53,,,,,
22,TA 1,4,3,3.74,Decane,70.88,,,,,
22,TA 1,4,3,3.74,furfural,63.03,,,,,
22,TA 1,4,3,3.74,2-Cyclopenten-1-one,62.91,,,,,
22,TA 1,4,3,3.74,Octamethylcyclotetrasiloxane,68.9,,,,,
22,TA 1,4,3,3.74,beta-Pinene,68.44,,,,,
22,TA 1,4,3,3.74,()-.-beta-.-Pinene,67.9,,,,,
22,TA 1,4,3,3.74,"decadiene-1,9",67.77,,,,,
22,TA 1,4,3,3.74,nonane 3-methyl,67.62,,,,,
22,TA 1,4,3,3.74,Decane,62.64,,,,,
22,TA 1,4,3,3.74,()-.-beta-.-Pinene,62.21,,,,,
22,TA 1,4,3,3.74,"decadiene-1,9",62.08,,,,,
22,TA 1,4,3,3.74,beta-Pinene,62.07,,,,,
22,TA 1,4,3,3.74,sabinene,61.89,,,,,
22,TA 1,4,3,3.74,3-mercapto-4-methyl-2-pentanone,80.3,,,,,
22,TA 1,4,3,3.74,pentanoic acid,76.19,,,,,
22,TA 1,4,3,3.74,1-Octen-3-ol,71.46,,,,,
22,TA 1,4,3,3.74,"1,5-octadienone",71.25,,,,,
22,TA 1,4,3,3.74,octadienone,71.24,,,,,
22,TA 1,4,3,3.74,Methyl cyclohexanecarboxylate,92.37,,,,,
22,TA 1,4,3,3.74,Glycerol,91.52,,,,,
22,TA 1,4,3,3.74,"3,5-Octadien-2-one",91.14,,,,,
22,TA 1,4,3,3.74,3-Nonanol,90.81,,,,,
22,TA 1,4,3,3.74,Linalool,90.8,,,,,
22,TA 1,4,3,3.74,Phenol,99.08,,,,,
22,TA 1,4,3,3.74,Hexanoic acid,96.97,,,,,
22,TA 1,4,3,3.74,Methyl cyclohexanecarboxylate,96.89,,,,,
22,TA 1,4,3,3.74,delta-Valerolactone,95.13,,,,,
22,TA 1,4,3,3.74,"2-Hydroxy-3,4-dimethyl-2-cyclopenten-1-one",87.04,,,,,
22,TA 1,4,3,3.74,"1,2-Dibromo-3-Chloropropane",98.42,,,,,
22,TA 1,4,3,3.74,p-Cresol,97.28,,,,,
22,TA 1,4,3,3.74,delta-Hexalactone,97.06,,,,,
22,TA 1,4,3,3.74,m-cresol,96.92,,,,,
22,TA 1,4,3,3.74,Sotolon,95.82,,,,,
22,TA 1,4,3,3.74,E-Tetradec-7-ene,91.95,,,,,
22,TA 1,4,3,3.74,Tetradecane,91.72,,,,,
22,TA 1,4,3,3.74,3-Methyltridecane,90.17,,,,,
22,TA 1,4,3,3.74,Heptylbenzene,89.84,,,,,
22,TA 1,4,3,3.74,3-ethyl dodecane,89.81,,,,,
22,TA 1,4,3,3.74,Tetradecane,98.21,,,,,
22,TA 1,4,3,3.74,E-Tetradec-7-ene,97.97,,,,,
22,TA 1,4,3,3.74,"Tetradecane, 7-methyl",96.22,,,,,
22,TA 1,4,3,3.74,"2,6-Dichlorophenol",88.21,,,,,
22,TA 1,4,3,3.74,ethyl maltol,88.17,,,,,
22,TA 1,4,3,3.74,2-Dodecanone,83.65,,,,,
22,TA 1,4,3,3.74,propionic acid nonyl ester,83.39,,,,,
22,TA 1,4,3,3.74,Decyl acetate,83.34,,,,,
22,TA 1,4,3,3.74,dodecanal,83.19,,,,,
22,TA 1,4,3,3.74,4-Dodecanol,83.13,,,,,
22,TA 1,4,3,3.74,"1,2,4-Trimethoxybenzene",96.31,,,,,
22,TA 1,4,3,3.74,beta-damascenone,95.98,,,,,
22,TA 1,4,3,3.74,Butylate,95.72,,,,,
22,TA 1,4,3,3.74,3-Dodecanol,95.69,,,,,
22,TA 1,4,3,3.74,"trans-4,5-epoxy-(E)-2-decenal",95.63,,,,,
22,TA 1,4,3,3.74,tridecanal,89.08,,,,,
22,TA 1,4,3,3.74,Undecyl acetate,88.71,,,,,
22,TA 1,4,3,3.74,2-tridecanol,88.48,,,,,
22,TA 1,4,3,3.74,Methyl dodecanoate,88.43,,,,,
22,TA 1,4,3,3.74,3-Tridecanol,88.26,,,,,
23,TA 1,4,3,3.63,Pentane,70.94,,,,,
23,TA 1,4,3,3.63,Acetaldehyde,48.58,,,,,
23,TA 1,4,3,3.63,Methanol,46.72,,,,,
23,TA 1,4,3,3.63,Methanethiol,46.71,,,,,
23,TA 1,4,3,3.63,2-Methylbutane,45.57,,,,,
23,TA 1,4,3,3.63,Pentane,80.9,,,,,
23,TA 1,4,3,3.63,Acetaldehyde,79.19,,,,,
23,TA 1,4,3,3.63,Methanol,78.96,,,,,
23,TA 1,4,3,3.63,Diethyl ether,76.77,,,,,
23,TA 1,4,3,3.63,Methanethiol,75.1,,,,,
23,TA 1,4,3,3.63,ethyl chloride,35.84,,,,,
23,TA 1,4,3,3.63,ethanol,35.47,,,,,
23,TA 1,4,3,3.63,Furan,23.94,,,,,
23,TA 1,4,3,3.63,Diethyl ether,23.62,,,,,
23,TA 1,4,3,3.63,Methyl chloride, ,,,,,
23,TA 1,4,3,3.63,Propanal,95.71,,,,,
23,TA 1,4,3,3.63,Propenal,95.49,,,,,
23,TA 1,4,3,3.63,ethyl chloride,94.34,,,,,
23,TA 1,4,3,3.63,ethanol,93.06,,,,,
23,TA 1,4,3,3.63,propan-2-one,90.98,,,,,
23,TA 1,4,3,3.63,Methyl acetate,63.52,,,,,
23,TA 1,4,3,3.63,propan-2-one,62.45,,,,,
23,TA 1,4,3,3.63,dimethyl sulfide,62.42,,,,,
23,TA 1,4,3,3.63,2-propanol,60.4,,,,,
23,TA 1,4,3,3.63,2-Methyl-2-propanol,60.35,,,,,
23,TA 1,4,3,3.63,Butanal,93.61,,,,,
23,TA 1,4,3,3.63,3-Buten-2-one,93.41,,,,,
23,TA 1,4,3,3.63,vinyl acetate,92.76,,,,,
23,TA 1,4,3,3.63,"Ethane, 1,1-dichloro-",91.77,,,,,
23,TA 1,4,3,3.63,Carbon disulfide,90.85,,,,,
23,TA 1,4,3,3.63,Methyl 2-propenoate,88.37,,,,,
23,TA 1,4,3,3.63,"Ethene, 1,2-dichloro, (Z)-",88.09,,,,,
23,TA 1,4,3,3.63,"2,2-dichloropropane",87.77,,,,,
23,TA 1,4,3,3.63,butan-2-one,87.71,,,,,
23,TA 1,4,3,3.63,Ethyl Acetate,87.59,,,,,
23,TA 1,4,3,3.63,butan-2-one,77.25,,,,,
23,TA 1,4,3,3.63,2-butanol,76.83,,,,,
23,TA 1,4,3,3.63,S(+)-2-butanol,76.44,,,,,
23,TA 1,4,3,3.63,Chloroform,76.36,,,,,
23,TA 1,4,3,3.63,Heptane,76.27,,,,,
23,TA 1,4,3,3.63,1-penten-3-one,66.43,,,,,
23,TA 1,4,3,3.63,1-methoxy-2-propanol,65.76,,,,,
23,TA 1,4,3,3.63,pent-1-en-3-ol,65.7,,,,,
23,TA 1,4,3,3.63,3-Pentanone,65.62,,,,,
23,TA 1,4,3,3.63,pentan-2-one,65.49,,,,,
23,TA 1,4,3,3.63,3-Ethylhexane,96.08,,,,,
23,TA 1,4,3,3.63,3-methylheptane,95.95,,,,,
23,TA 1,4,3,3.63,1-Chloropentane,95.08,,,,,
23,TA 1,4,3,3.63,2-Methylheptane,94.81,,,,,
23,TA 1,4,3,3.63,4-Methylheptane,94.69,,,,,
23,TA 1,4,3,3.63,pent-1-en-3-ol,88.54,,,,,
23,TA 1,4,3,3.63,pentan-2-ol,88.53,,,,,
23,TA 1,4,3,3.63,pentan-2-one,87.8,,,,,
23,TA 1,4,3,3.63,3-pentanol,87.44,,,,,
23,TA 1,4,3,3.63,"2,3-Pentanedione",86.87,,,,,
23,TA 1,4,3,3.63,ethylcyclohexane,91.02,,,,,
23,TA 1,4,3,3.63,Propylcyclopentane,89.9,,,,,
23,TA 1,4,3,3.63,3-methyl-2-butene-1-thiol,88.76,,,,,
23,TA 1,4,3,3.63,4-Ethenylcyclohexene,88.54,,,,,
23,TA 1,4,3,3.63,1-pentanethiol,88.06,,,,,
23,TA 1,4,3,3.63,3-Methylfuran,95.05,,,,,
23,TA 1,4,3,3.63,Nonane,79.88,,,,,
23,TA 1,4,3,3.63,Dibutyl ether,77.94,,,,,
23,TA 1,4,3,3.63,Acetoin,77.1,,,,,
23,TA 1,4,3,3.63,pentanol,67.38,,,,,
23,TA 1,4,3,3.63,2-hexanol,98.15,,,,,
23,TA 1,4,3,3.63,EDB,98.12,,,,,
23,TA 1,4,3,3.63,Dibromochloromethane,97.96,,,,,
23,TA 1,4,3,3.63,(Z)-3-hexenal,97.8,,,,,
23,TA 1,4,3,3.63,Hexanal,97.63,,,,,
23,TA 1,4,3,3.63,1-heptene-3-one,85.16,,,,,
23,TA 1,4,3,3.63,1-Hexanol,85.01,,,,,
23,TA 1,4,3,3.63,4-Heptanol,84.73,,,,,
23,TA 1,4,3,3.63,cis-3-Hexenol,84.43,,,,,
23,TA 1,4,3,3.63,3-Heptanone,84.19,,,,,
23,TA 1,4,3,3.63,1-Hydroxy-2-(methylthio)-ethane,81.89,,,,,
23,TA 1,4,3,3.63,furfural,81.51,,,,,
23,TA 1,4,3,3.63,2-Cyclopenten-1-one,80.86,,,,,
23,TA 1,4,3,3.63,Butanoic acid,79.79,,,,,
23,TA 1,4,3,3.63,4-Methylpentanol,78.85,,,,,
23,TA 1,4,3,3.63,heptan-2-ol,69.76,,,,,
23,TA 1,4,3,3.63,"2,6-Dimethyl-3-octene",69.69,,,,,
23,TA 1,4,3,3.63,Cyclohexanone,69.15,,,,,
23,TA 1,4,3,3.63,(Z)-4-heptenal,68.97,,,,,
23,TA 1,4,3,3.63,Heptanal,68.94,,,,,
23,TA 1,4,3,3.63,Dimethyl Sulfoxide,84.11,,,,,
23,TA 1,4,3,3.63,Hexyl acetate,78.02,,,,,
23,TA 1,4,3,3.63,"Z-3-Hexen-1-ol, acetate",77.82,,,,,
23,TA 1,4,3,3.63,"Benzene, 1,4-dichloro-",77.82,,,,,
23,TA 1,4,3,3.63,"1,3-Dichlorobenzene",77.78,,,,,
23,TA 1,4,3,3.63,1-Octen-3-ol,78.88,,,,,
23,TA 1,4,3,3.63,"1,5-octadienone",78.71,,,,,
23,TA 1,4,3,3.63,octadienone,78.68,,,,,
23,TA 1,4,3,3.63,"2,3-Octanedione",78.5,,,,,
23,TA 1,4,3,3.63,2-Octanone,78.44,,,,,
23,TA 1,4,3,3.63,terpinolene,97.27,,,,,
23,TA 1,4,3,3.63,Undecane,95.91,,,,,
23,TA 1,4,3,3.63,gamma-Terpinene,94.96,,,,,
23,TA 1,4,3,3.63,Butylbenzene,94.52,,,,,
23,TA 1,4,3,3.63,cis-Decalin,94.25,,,,,
23,TA 1,4,3,3.63,Methyl cyclohexanecarboxylate,98.21,,,,,
23,TA 1,4,3,3.63,benzeneacetaldehyde,97.5,,,,,
23,TA 1,4,3,3.63,Glycerol,97.25,,,,,
23,TA 1,4,3,3.63,Acetophenone,96.57,,,,,
23,TA 1,4,3,3.63,Hexanoic acid,96.19,,,,,
23,TA 1,4,3,3.63,ethyl 3-(methylthio)propanoate,95.71,,,,,
23,TA 1,4,3,3.63,Fenchol,95.66,,,,,
23,TA 1,4,3,3.63,n-nonanal,95.59,,,,,
23,TA 1,4,3,3.63,Ethyl cyclohexanecarboxylate,95.17,,,,,
23,TA 1,4,3,3.63,Limonene oxide,95.15,,,,,
23,TA 1,4,3,3.63,m-cresol,96.44,,,,,
23,TA 1,4,3,3.63,p-Cresol,76.39,,,,,
23,TA 1,4,3,3.63,delta-Hexalactone,75.61,,,,,
23,TA 1,4,3,3.63,"1,2-Dibromo-3-Chloropropane",75.43,,,,,
23,TA 1,4,3,3.63,Methyl salicylate,67.33,,,,,
23,TA 1,4,3,3.63,5-ethyl-3-hydroxy-4-methyl-2(5H)-furanone,80.87,,,,,
23,TA 1,4,3,3.63,Tetradecane,67.52,,,,,
23,TA 1,4,3,3.63,E-Tetradec-7-ene,67.35,,,,,
23,TA 1,4,3,3.63,"2,6-Dichlorophenol",63.7,,,,,
23,TA 1,4,3,3.63,ethyl maltol,63.67,,,,,
23,TA 1,4,3,3.63,2-Dodecanone,90.57,,,,,
23,TA 1,4,3,3.63,propionic acid nonyl ester,90.13,,,,,
23,TA 1,4,3,3.63,Decyl acetate,90.04,,,,,
23,TA 1,4,3,3.63,dodecanal,90.04,,,,,
23,TA 1,4,3,3.63,4-Dodecanol,89.88,,,,,
23,TA 1,4,3,3.63,alpha-Selinene,94.44,,,,,
23,TA 1,4,3,3.63,heptyl hexanoate,94.33,,,,,
